,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_median,salary_in_usd_median
213,2021,Entry-level,Full-Time,Big Data Engineer,435000,INR,5882,IN,Remote Work,CH,Large (more than 250 employees),217500,2941
214,2021,Entry-level,Full-Time,Machine Learning Engineer,21000,EUR,24823,DE,Partially Remote,DE,Medium (between 50 and 250 employess),10500,12411
215,2021,Senior-level,Full-Time,Principal Data Engineer,185000,USD,185000,US,Fully Remote,US,Large (more than 250 employees),92500,92500
216,2021,Entry-level,Part-Time,Computer Vision Engineer,180000,DKK,28609,DK,Partially Remote,DK,Small (less than 50 employees),90000,14304
217,2021,Mid-level,Full-Time,Data Scientist,76760,EUR,90734,DE,Partially Remote,DE,Large (more than 250 employees),38380,45367
218,2021,Mid-level,Full-Time,Machine Learning Engineer,75000,EUR,88654,BE,Fully Remote,BE,Medium (between 50 and 250 employess),37500,44327
219,2021,Senior-level,Full-Time,Data Analytics Manager,140000,USD,140000,US,Fully Remote,US,Large (more than 250 employees),70000,70000
220,2021,Mid-level,Full-Time,Machine Learning Engineer,180000,PLN,46597,PL,Fully Remote,PL,Large (more than 250 employees),90000,23298
221,2021,Mid-level,Full-Time,Data Scientist,85000,GBP,116914,GB,Partially Remote,GB,Large (more than 250 employees),42500,58457
222,2021,Mid-level,Full-Time,Data Scientist,2500000,INR,33808,IN,Remote Work,IN,Medium (between 50 and 250 employess),1250000,16904
223,2021,Mid-level,Full-Time,Data Scientist,40900,GBP,56256,GB,Partially Remote,GB,Large (more than 250 employees),20450,28128
224,2021,Senior-level,Full-Time,Machine Learning Scientist,225000,USD,225000,US,Fully Remote,CA,Large (more than 250 employees),112500,112500
225,2021,Executive-level,Contract,Principal Data Scientist,416000,USD,416000,US,Fully Remote,US,Small (less than 50 employees),208000,208000
226,2021,Senior-level,Full-Time,Data Scientist,110000,CAD,87738,CA,Fully Remote,CA,Small (less than 50 employees),55000,43869
227,2021,Mid-level,Full-Time,Data Scientist,75000,EUR,88654,DE,Partially Remote,DE,Large (more than 250 employees),37500,44327
228,2021,Senior-level,Full-Time,Data Scientist,135000,USD,135000,US,Remote Work,US,Large (more than 250 employees),67500,67500
229,2021,Senior-level,Full-Time,Data Analyst,90000,CAD,71786,CA,Fully Remote,CA,Medium (between 50 and 250 employess),45000,35893
230,2021,Entry-level,Full-Time,Big Data Engineer,1200000,INR,16228,IN,Fully Remote,IN,Large (more than 250 employees),600000,8114
231,2021,Senior-level,Full-Time,ML Engineer,256000,USD,256000,US,Fully Remote,US,Small (less than 50 employees),128000,128000
232,2021,Senior-level,Full-Time,Director of Data Engineering,200000,USD,200000,US,Fully Remote,US,Large (more than 250 employees),100000,100000
233,2021,Senior-level,Full-Time,Data Analyst,200000,USD,200000,US,Fully Remote,US,Large (more than 250 employees),100000,100000
234,2021,Mid-level,Full-Time,Data Architect,180000,USD,180000,US,Fully Remote,US,Large (more than 250 employees),90000,90000
235,2021,Mid-level,Full-Time,Head of Data Science,110000,USD,110000,US,Remote Work,US,Small (less than 50 employees),55000,55000
236,2021,Mid-level,Full-Time,Research Scientist,80000,CAD,63810,CA,Fully Remote,CA,Medium (between 50 and 250 employess),40000,31905
237,2021,Mid-level,Full-Time,Data Scientist,39600,EUR,46809,ES,Fully Remote,ES,Medium (between 50 and 250 employess),19800,23404
238,2021,Entry-level,Full-Time,Data Scientist,4000,USD,4000,VN,Remote Work,VN,Medium (between 50 and 250 employess),2000,2000
239,2021,Entry-level,Full-Time,Data Engineer,1600000,INR,21637,IN,Partially Remote,IN,Medium (between 50 and 250 employess),800000,10818
240,2021,Senior-level,Full-Time,Data Scientist,130000,CAD,103691,CA,Fully Remote,CA,Large (more than 250 employees),65000,51845
241,2021,Mid-level,Full-Time,Data Analyst,80000,USD,80000,US,Fully Remote,US,Large (more than 250 employees),40000,40000
242,2021,Mid-level,Full-Time,Data Engineer,110000,USD,110000,US,Fully Remote,US,Large (more than 250 employees),55000,55000
243,2021,Senior-level,Full-Time,Data Scientist,165000,USD,165000,US,Fully Remote,US,Large (more than 250 employees),82500,82500
244,2021,Entry-level,Full-Time,AI Scientist,1335000,INR,18053,IN,Fully Remote,AS,Small (less than 50 employees),667500,9026
245,2021,Mid-level,Full-Time,Data Engineer,52500,GBP,72212,GB,Partially Remote,GB,Large (more than 250 employees),26250,36106
246,2021,Entry-level,Full-Time,Data Scientist,31000,EUR,36643,FR,Partially Remote,FR,Large (more than 250 employees),15500,18321
247,2021,Mid-level,Full-Time,Data Engineer,108000,TRY,12103,TR,Remote Work,TR,Medium (between 50 and 250 employess),54000,6051
248,2021,Senior-level,Full-Time,Data Engineer,70000,GBP,96282,GB,Partially Remote,GB,Large (more than 250 employees),35000,48141
249,2021,Senior-level,Full-Time,Principal Data Analyst,170000,USD,170000,US,Fully Remote,US,Medium (between 50 and 250 employess),85000,85000
250,2021,Mid-level,Full-Time,Data Scientist,115000,USD,115000,US,Partially Remote,US,Large (more than 250 employees),57500,57500
251,2021,Entry-level,Full-Time,Data Scientist,90000,USD,90000,US,Fully Remote,US,Small (less than 50 employees),45000,45000
252,2021,Executive-level,Full-Time,Principal Data Engineer,600000,USD,600000,US,Fully Remote,US,Large (more than 250 employees),300000,300000
253,2021,Entry-level,Full-Time,Data Scientist,2100000,INR,28399,IN,Fully Remote,IN,Medium (between 50 and 250 employess),1050000,14199
254,2021,Mid-level,Full-Time,Data Analyst,93000,USD,93000,US,Fully Remote,US,Large (more than 250 employees),46500,46500
255,2021,Senior-level,Full-Time,Big Data Architect,125000,CAD,99703,CA,Partially Remote,CA,Medium (between 50 and 250 employess),62500,49851
256,2021,Mid-level,Full-Time,Data Engineer,200000,USD,200000,US,Fully Remote,US,Large (more than 250 employees),100000,100000
257,2021,Senior-level,Full-Time,Principal Data Scientist,147000,EUR,173762,DE,Fully Remote,DE,Medium (between 50 and 250 employess),73500,86881
258,2021,Senior-level,Full-Time,Machine Learning Engineer,185000,USD,185000,US,Partially Remote,US,Large (more than 250 employees),92500,92500
259,2021,Executive-level,Full-Time,Director of Data Science,120000,EUR,141846,DE,Remote Work,DE,Large (more than 250 employees),60000,70923
260,2021,Mid-level,Full-Time,Data Scientist,130000,USD,130000,US,Partially Remote,US,Large (more than 250 employees),65000,65000
261,2021,Senior-level,Full-Time,Data Analyst,54000,EUR,63831,DE,Partially Remote,DE,Large (more than 250 employees),27000,31915
262,2021,Mid-level,Full-Time,Data Scientist,1250000,INR,16904,IN,Fully Remote,IN,Small (less than 50 employees),625000,8452
263,2021,Senior-level,Full-Time,Machine Learning Engineer,4900000,INR,66265,IN,Remote Work,IN,Large (more than 250 employees),2450000,33132
264,2021,Mid-level,Full-Time,Data Scientist,21600,EUR,25532,RS,Fully Remote,DE,Small (less than 50 employees),10800,12766
265,2021,Senior-level,Full-Time,Lead Data Engineer,160000,USD,160000,PR,Partially Remote,US,Small (less than 50 employees),80000,80000
266,2021,Mid-level,Full-Time,Data Engineer,93150,USD,93150,US,Remote Work,US,Medium (between 50 and 250 employess),46575,46575
267,2021,Mid-level,Full-Time,Data Engineer,111775,USD,111775,US,Remote Work,US,Medium (between 50 and 250 employess),55887,55887
268,2021,Mid-level,Full-Time,Data Engineer,250000,TRY,28016,TR,Fully Remote,TR,Medium (between 50 and 250 employess),125000,14008
269,2021,Entry-level,Full-Time,Data Engineer,55000,EUR,65013,DE,Partially Remote,DE,Medium (between 50 and 250 employess),27500,32506
270,2021,Entry-level,Full-Time,Data Engineer,72500,USD,72500,US,Fully Remote,US,Large (more than 250 employees),36250,36250
271,2021,Senior-level,Full-Time,Computer Vision Engineer,102000,BRL,18907,BR,Remote Work,BR,Medium (between 50 and 250 employess),51000,9453
272,2021,Entry-level,Full-Time,Data Science Consultant,65000,EUR,76833,DE,Remote Work,DE,Large (more than 250 employees),32500,38416
273,2021,Entry-level,Full-Time,Machine Learning Engineer,85000,USD,85000,NL,Fully Remote,DE,Small (less than 50 employees),42500,42500
274,2021,Senior-level,Full-Time,Data Scientist,65720,EUR,77684,FR,Partially Remote,FR,Medium (between 50 and 250 employess),32860,38842
275,2021,Entry-level,Full-Time,Data Scientist,100000,USD,100000,US,Fully Remote,US,Medium (between 50 and 250 employess),50000,50000
276,2021,Entry-level,Full-Time,Data Scientist,58000,USD,58000,US,Partially Remote,US,Large (more than 250 employees),29000,29000
277,2021,Senior-level,Full-Time,AI Scientist,55000,USD,55000,ES,Fully Remote,ES,Large (more than 250 employees),27500,27500
278,2021,Senior-level,Full-Time,Data Scientist,180000,TRY,20171,TR,Partially Remote,TR,Large (more than 250 employees),90000,10085
279,2021,Entry-level,Full-Time,Business Data Analyst,50000,EUR,59102,LU,Fully Remote,LU,Large (more than 250 employees),25000,29551
280,2021,Mid-level,Full-Time,Data Engineer,112000,USD,112000,US,Fully Remote,US,Large (more than 250 employees),56000,56000
281,2021,Entry-level,Full-Time,Research Scientist,100000,USD,100000,JE,Remote Work,CN,Large (more than 250 employees),50000,50000
282,2021,Mid-level,Part-Time,Data Engineer,59000,EUR,69741,NL,Fully Remote,NL,Large (more than 250 employees),29500,34870
283,2021,Senior-level,Contract,Staff Data Scientist,105000,USD,105000,US,Fully Remote,US,Medium (between 50 and 250 employess),52500,52500
284,2021,Mid-level,Full-Time,Research Scientist,69999,USD,69999,CZ,Partially Remote,CZ,Large (more than 250 employees),34999,34999
285,2021,Senior-level,Full-Time,Data Science Manager,7000000,INR,94665,IN,Partially Remote,IN,Large (more than 250 employees),3500000,47332
286,2021,Senior-level,Full-Time,Head of Data,87000,EUR,102839,SI,Fully Remote,SI,Large (more than 250 employees),43500,51419
287,2021,Mid-level,Full-Time,Data Scientist,109000,USD,109000,US,Partially Remote,US,Large (more than 250 employees),54500,54500
288,2021,Mid-level,Full-Time,Machine Learning Engineer,43200,EUR,51064,IT,Partially Remote,IT,Large (more than 250 employees),21600,25532
289,2022,Senior-level,Full-Time,Data Engineer,135000,USD,135000,US,Fully Remote,US,Medium (between 50 and 250 employess),67500,67500
290,2022,Senior-level,Full-Time,Data Analyst,155000,USD,155000,US,Fully Remote,US,Medium (between 50 and 250 employess),77500,77500
291,2022,Senior-level,Full-Time,Data Analyst,120600,USD,120600,US,Fully Remote,US,Medium (between 50 and 250 employess),60300,60300
292,2022,Mid-level,Full-Time,Data Scientist,130000,USD,130000,US,Remote Work,US,Medium (between 50 and 250 employess),65000,65000
293,2022,Mid-level,Full-Time,Data Scientist,90000,USD,90000,US,Remote Work,US,Medium (between 50 and 250 employess),45000,45000
294,2022,Mid-level,Full-Time,Data Engineer,170000,USD,170000,US,Fully Remote,US,Medium (between 50 and 250 employess),85000,85000
295,2022,Mid-level,Full-Time,Data Engineer,150000,USD,150000,US,Fully Remote,US,Medium (between 50 and 250 employess),75000,75000
296,2022,Senior-level,Full-Time,Data Analyst,102100,USD,102100,US,Fully Remote,US,Medium (between 50 and 250 employess),51050,51050
297,2022,Senior-level,Full-Time,Data Analyst,84900,USD,84900,US,Fully Remote,US,Medium (between 50 and 250 employess),42450,42450
298,2022,Senior-level,Full-Time,Data Scientist,136620,USD,136620,US,Fully Remote,US,Medium (between 50 and 250 employess),68310,68310
299,2022,Senior-level,Full-Time,Data Scientist,99360,USD,99360,US,Fully Remote,US,Medium (between 50 and 250 employess),49680,49680
300,2022,Senior-level,Full-Time,Data Scientist,90000,GBP,117789,GB,Remote Work,GB,Medium (between 50 and 250 employess),45000,58894
301,2022,Senior-level,Full-Time,Data Scientist,80000,GBP,104702,GB,Remote Work,GB,Medium (between 50 and 250 employess),40000,52351
302,2022,Senior-level,Full-Time,Data Scientist,146000,USD,146000,US,Fully Remote,US,Medium (between 50 and 250 employess),73000,73000
303,2022,Senior-level,Full-Time,Data Scientist,123000,USD,123000,US,Fully Remote,US,Medium (between 50 and 250 employess),61500,61500
304,2022,Entry-level,Full-Time,Data Engineer,40000,GBP,52351,GB,Fully Remote,GB,Medium (between 50 and 250 employess),20000,26175
305,2022,Senior-level,Full-Time,Data Analyst,99000,USD,99000,US,Remote Work,US,Medium (between 50 and 250 employess),49500,49500
306,2022,Senior-level,Full-Time,Data Analyst,116000,USD,116000,US,Remote Work,US,Medium (between 50 and 250 employess),58000,58000
307,2022,Mid-level,Full-Time,Data Analyst,106260,USD,106260,US,Remote Work,US,Medium (between 50 and 250 employess),53130,53130
308,2022,Mid-level,Full-Time,Data Analyst,126500,USD,126500,US,Remote Work,US,Medium (between 50 and 250 employess),63250,63250
309,2022,Executive-level,Full-Time,Data Engineer,242000,USD,242000,US,Fully Remote,US,Medium (between 50 and 250 employess),121000,121000
310,2022,Executive-level,Full-Time,Data Engineer,200000,USD,200000,US,Fully Remote,US,Medium (between 50 and 250 employess),100000,100000
311,2022,Mid-level,Full-Time,Data Scientist,50000,GBP,65438,GB,Remote Work,GB,Medium (between 50 and 250 employess),25000,32719
312,2022,Mid-level,Full-Time,Data Scientist,30000,GBP,39263,GB,Remote Work,GB,Medium (between 50 and 250 employess),15000,19631
313,2022,Mid-level,Full-Time,Data Engineer,60000,GBP,78526,GB,Remote Work,GB,Medium (between 50 and 250 employess),30000,39263
314,2022,Mid-level,Full-Time,Data Engineer,40000,GBP,52351,GB,Remote Work,GB,Medium (between 50 and 250 employess),20000,26175
315,2022,Senior-level,Full-Time,Data Scientist,165220,USD,165220,US,Fully Remote,US,Medium (between 50 and 250 employess),82610,82610
316,2022,Entry-level,Full-Time,Data Engineer,35000,GBP,45807,GB,Fully Remote,GB,Medium (between 50 and 250 employess),17500,22903
317,2022,Senior-level,Full-Time,Data Scientist,120160,USD,120160,US,Fully Remote,US,Medium (between 50 and 250 employess),60080,60080
318,2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,Fully Remote,US,Medium (between 50 and 250 employess),45160,45160
319,2022,Senior-level,Full-Time,Data Engineer,181940,USD,181940,US,Remote Work,US,Medium (between 50 and 250 employess),90970,90970
320,2022,Senior-level,Full-Time,Data Engineer,132320,USD,132320,US,Remote Work,US,Medium (between 50 and 250 employess),66160,66160
321,2022,Senior-level,Full-Time,Data Engineer,220110,USD,220110,US,Remote Work,US,Medium (between 50 and 250 employess),110055,110055
322,2022,Senior-level,Full-Time,Data Engineer,160080,USD,160080,US,Remote Work,US,Medium (between 50 and 250 employess),80040,80040
323,2022,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Remote Work,US,Large (more than 250 employees),90000,90000
324,2022,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,Remote Work,US,Large (more than 250 employees),60000,60000
325,2022,Senior-level,Full-Time,Data Analyst,124190,USD,124190,US,Fully Remote,US,Medium (between 50 and 250 employess),62095,62095
326,2022,Executive-level,Full-Time,Data Analyst,130000,USD,130000,US,Fully Remote,US,Medium (between 50 and 250 employess),65000,65000
327,2022,Executive-level,Full-Time,Data Analyst,110000,USD,110000,US,Fully Remote,US,Medium (between 50 and 250 employess),55000,55000
328,2022,Senior-level,Full-Time,Data Analyst,170000,USD,170000,US,Fully Remote,US,Medium (between 50 and 250 employess),85000,85000
329,2022,Mid-level,Full-Time,Data Analyst,115500,USD,115500,US,Fully Remote,US,Medium (between 50 and 250 employess),57750,57750
330,2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,Fully Remote,US,Medium (between 50 and 250 employess),56450,56450
331,2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,Fully Remote,US,Medium (between 50 and 250 employess),45160,45160
332,2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,Fully Remote,US,Medium (between 50 and 250 employess),56450,56450
333,2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,Fully Remote,US,Medium (between 50 and 250 employess),45160,45160
334,2022,Senior-level,Full-Time,Data Engineer,165400,USD,165400,US,Fully Remote,US,Medium (between 50 and 250 employess),82700,82700
335,2022,Senior-level,Full-Time,Data Engineer,132320,USD,132320,US,Fully Remote,US,Medium (between 50 and 250 employess),66160,66160
336,2022,Mid-level,Full-Time,Data Analyst,167000,USD,167000,US,Fully Remote,US,Medium (between 50 and 250 employess),83500,83500
337,2022,Senior-level,Full-Time,Data Engineer,243900,USD,243900,US,Fully Remote,US,Medium (between 50 and 250 employess),121950,121950
338,2022,Senior-level,Full-Time,Data Analyst,136600,USD,136600,US,Fully Remote,US,Medium (between 50 and 250 employess),68300,68300
339,2022,Senior-level,Full-Time,Data Analyst,109280,USD,109280,US,Fully Remote,US,Medium (between 50 and 250 employess),54640,54640
340,2022,Senior-level,Full-Time,Data Engineer,128875,USD,128875,US,Fully Remote,US,Medium (between 50 and 250 employess),64437,64437
341,2022,Senior-level,Full-Time,Data Engineer,93700,USD,93700,US,Fully Remote,US,Medium (between 50 and 250 employess),46850,46850
342,2022,Executive-level,Full-Time,Head of Data Science,224000,USD,224000,US,Fully Remote,US,Medium (between 50 and 250 employess),112000,112000
343,2022,Executive-level,Full-Time,Head of Data Science,167875,USD,167875,US,Fully Remote,US,Medium (between 50 and 250 employess),83937,83937
344,2022,Executive-level,Full-Time,Analytics Engineer,175000,USD,175000,US,Fully Remote,US,Medium (between 50 and 250 employess),87500,87500
345,2022,Senior-level,Full-Time,Data Engineer,156600,USD,156600,US,Fully Remote,US,Medium (between 50 and 250 employess),78300,78300
346,2022,Senior-level,Full-Time,Data Engineer,108800,USD,108800,US,Remote Work,US,Medium (between 50 and 250 employess),54400,54400
347,2022,Senior-level,Full-Time,Data Scientist,95550,USD,95550,US,Remote Work,US,Medium (between 50 and 250 employess),47775,47775
348,2022,Senior-level,Full-Time,Data Engineer,113000,USD,113000,US,Remote Work,US,Large (more than 250 employees),56500,56500
349,2022,Senior-level,Full-Time,Data Analyst,135000,USD,135000,US,Fully Remote,US,Medium (between 50 and 250 employess),67500,67500
350,2022,Senior-level,Full-Time,Data Science Manager,161342,USD,161342,US,Fully Remote,US,Medium (between 50 and 250 employess),80671,80671
351,2022,Senior-level,Full-Time,Data Science Manager,137141,USD,137141,US,Fully Remote,US,Medium (between 50 and 250 employess),68570,68570
352,2022,Senior-level,Full-Time,Data Scientist,167000,USD,167000,US,Fully Remote,US,Medium (between 50 and 250 employess),83500,83500
353,2022,Senior-level,Full-Time,Data Scientist,123000,USD,123000,US,Fully Remote,US,Medium (between 50 and 250 employess),61500,61500
354,2022,Senior-level,Full-Time,Data Engineer,60000,GBP,78526,GB,Remote Work,GB,Medium (between 50 and 250 employess),30000,39263
355,2022,Senior-level,Full-Time,Data Engineer,50000,GBP,65438,GB,Remote Work,GB,Medium (between 50 and 250 employess),25000,32719
356,2022,Senior-level,Full-Time,Data Scientist,150000,USD,150000,US,Remote Work,US,Medium (between 50 and 250 employess),75000,75000
357,2022,Senior-level,Full-Time,Data Scientist,211500,USD,211500,US,Fully Remote,US,Medium (between 50 and 250 employess),105750,105750
358,2022,Senior-level,Full-Time,Data Architect,192400,USD,192400,CA,Fully Remote,CA,Medium (between 50 and 250 employess),96200,96200
359,2022,Senior-level,Full-Time,Data Architect,90700,USD,90700,CA,Fully Remote,CA,Medium (between 50 and 250 employess),45350,45350
360,2022,Senior-level,Full-Time,Data Analyst,130000,USD,130000,CA,Fully Remote,CA,Medium (between 50 and 250 employess),65000,65000
361,2022,Senior-level,Full-Time,Data Analyst,61300,USD,61300,CA,Fully Remote,CA,Medium (between 50 and 250 employess),30650,30650
362,2022,Senior-level,Full-Time,Data Analyst,130000,USD,130000,CA,Fully Remote,CA,Medium (between 50 and 250 employess),65000,65000
363,2022,Senior-level,Full-Time,Data Analyst,61300,USD,61300,CA,Fully Remote,CA,Medium (between 50 and 250 employess),30650,30650
364,2022,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,Remote Work,US,Large (more than 250 employees),80000,80000
365,2022,Senior-level,Full-Time,Data Scientist,138600,USD,138600,US,Fully Remote,US,Medium (between 50 and 250 employess),69300,69300
366,2022,Senior-level,Full-Time,Data Engineer,136000,USD,136000,US,Remote Work,US,Medium (between 50 and 250 employess),68000,68000
367,2022,Mid-level,Full-Time,Data Analyst,58000,USD,58000,US,Remote Work,US,Small (less than 50 employees),29000,29000
368,2022,Executive-level,Full-Time,Analytics Engineer,135000,USD,135000,US,Fully Remote,US,Medium (between 50 and 250 employess),67500,67500
369,2022,Senior-level,Full-Time,Data Scientist,170000,USD,170000,US,Fully Remote,US,Medium (between 50 and 250 employess),85000,85000
370,2022,Senior-level,Full-Time,Data Scientist,123000,USD,123000,US,Fully Remote,US,Medium (between 50 and 250 employess),61500,61500
371,2022,Senior-level,Full-Time,Machine Learning Engineer,189650,USD,189650,US,Remote Work,US,Medium (between 50 and 250 employess),94825,94825
372,2022,Senior-level,Full-Time,Machine Learning Engineer,164996,USD,164996,US,Remote Work,US,Medium (between 50 and 250 employess),82498,82498
373,2022,Mid-level,Full-Time,ETL Developer,50000,EUR,54957,GR,Remote Work,GR,Medium (between 50 and 250 employess),25000,27478
374,2022,Mid-level,Full-Time,ETL Developer,50000,EUR,54957,GR,Remote Work,GR,Medium (between 50 and 250 employess),25000,27478
375,2022,Executive-level,Full-Time,Lead Data Engineer,150000,CAD,118187,CA,Fully Remote,CA,Small (less than 50 employees),75000,59093
376,2022,Senior-level,Full-Time,Data Analyst,132000,USD,132000,US,Remote Work,US,Medium (between 50 and 250 employess),66000,66000
377,2022,Senior-level,Full-Time,Data Engineer,165400,USD,165400,US,Fully Remote,US,Medium (between 50 and 250 employess),82700,82700
378,2022,Senior-level,Full-Time,Data Architect,208775,USD,208775,US,Fully Remote,US,Medium (between 50 and 250 employess),104387,104387
379,2022,Senior-level,Full-Time,Data Architect,147800,USD,147800,US,Fully Remote,US,Medium (between 50 and 250 employess),73900,73900
380,2022,Senior-level,Full-Time,Data Engineer,136994,USD,136994,US,Fully Remote,US,Medium (between 50 and 250 employess),68497,68497
381,2022,Senior-level,Full-Time,Data Engineer,101570,USD,101570,US,Fully Remote,US,Medium (between 50 and 250 employess),50785,50785
382,2022,Senior-level,Full-Time,Data Analyst,128875,USD,128875,US,Fully Remote,US,Medium (between 50 and 250 employess),64437,64437
383,2022,Senior-level,Full-Time,Data Analyst,93700,USD,93700,US,Fully Remote,US,Medium (between 50 and 250 employess),46850,46850
384,2022,Executive-level,Full-Time,Head of Machine Learning,6000000,INR,79039,IN,Partially Remote,IN,Large (more than 250 employees),3000000,39519
385,2022,Senior-level,Full-Time,Data Engineer,132320,USD,132320,US,Fully Remote,US,Medium (between 50 and 250 employess),66160,66160
386,2022,Entry-level,Full-Time,Machine Learning Engineer,28500,GBP,37300,GB,Fully Remote,GB,Large (more than 250 employees),14250,18650
387,2022,Senior-level,Full-Time,Data Analyst,164000,USD,164000,US,Remote Work,US,Medium (between 50 and 250 employess),82000,82000
388,2022,Senior-level,Full-Time,Data Engineer,155000,USD,155000,US,Fully Remote,US,Medium (between 50 and 250 employess),77500,77500
389,2022,Mid-level,Full-Time,Machine Learning Engineer,95000,GBP,124333,GB,Remote Work,GB,Medium (between 50 and 250 employess),47500,62166
390,2022,Mid-level,Full-Time,Machine Learning Engineer,75000,GBP,98158,GB,Remote Work,GB,Medium (between 50 and 250 employess),37500,49079
391,2022,Mid-level,Full-Time,AI Scientist,120000,USD,120000,US,Remote Work,US,Medium (between 50 and 250 employess),60000,60000
392,2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,Fully Remote,US,Medium (between 50 and 250 employess),56450,56450
393,2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,Fully Remote,US,Medium (between 50 and 250 employess),45160,45160
394,2022,Senior-level,Full-Time,Data Analytics Manager,145000,USD,145000,US,Fully Remote,US,Medium (between 50 and 250 employess),72500,72500
395,2022,Senior-level,Full-Time,Data Analytics Manager,105400,USD,105400,US,Fully Remote,US,Medium (between 50 and 250 employess),52700,52700
396,2022,Mid-level,Full-Time,Machine Learning Engineer,80000,EUR,87932,FR,Fully Remote,DE,Medium (between 50 and 250 employess),40000,43966
397,2022,Mid-level,Full-Time,Data Engineer,90000,GBP,117789,GB,Remote Work,GB,Medium (between 50 and 250 employess),45000,58894
398,2022,Senior-level,Full-Time,Data Scientist,215300,USD,215300,US,Fully Remote,US,Large (more than 250 employees),107650,107650
399,2022,Senior-level,Full-Time,Data Scientist,158200,USD,158200,US,Fully Remote,US,Large (more than 250 employees),79100,79100
400,2022,Senior-level,Full-Time,Data Engineer,209100,USD,209100,US,Fully Remote,US,Large (more than 250 employees),104550,104550
401,2022,Senior-level,Full-Time,Data Engineer,154600,USD,154600,US,Fully Remote,US,Large (more than 250 employees),77300,77300
402,2022,Senior-level,Full-Time,Data Analyst,115934,USD,115934,US,Remote Work,US,Medium (between 50 and 250 employess),57967,57967
403,2022,Senior-level,Full-Time,Data Analyst,81666,USD,81666,US,Remote Work,US,Medium (between 50 and 250 employess),40833,40833
404,2022,Senior-level,Full-Time,Data Engineer,175000,USD,175000,US,Fully Remote,US,Medium (between 50 and 250 employess),87500,87500
405,2022,Mid-level,Full-Time,Data Engineer,75000,GBP,98158,GB,Remote Work,GB,Medium (between 50 and 250 employess),37500,49079
406,2022,Mid-level,Full-Time,Data Analyst,58000,USD,58000,US,Remote Work,US,Small (less than 50 employees),29000,29000
407,2022,Senior-level,Full-Time,Data Engineer,183600,USD,183600,US,Fully Remote,US,Large (more than 250 employees),91800,91800
408,2022,Mid-level,Full-Time,Data Analyst,40000,GBP,52351,GB,Fully Remote,GB,Medium (between 50 and 250 employess),20000,26175
409,2022,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Fully Remote,US,Medium (between 50 and 250 employess),90000,90000
410,2022,Mid-level,Full-Time,Data Scientist,55000,GBP,71982,GB,Remote Work,GB,Medium (between 50 and 250 employess),27500,35991
411,2022,Mid-level,Full-Time,Data Scientist,35000,GBP,45807,GB,Remote Work,GB,Medium (between 50 and 250 employess),17500,22903
412,2022,Mid-level,Full-Time,Data Engineer,60000,EUR,65949,GR,Fully Remote,GR,Medium (between 50 and 250 employess),30000,32974
413,2022,Mid-level,Full-Time,Data Engineer,45000,EUR,49461,GR,Fully Remote,GR,Medium (between 50 and 250 employess),22500,24730
414,2022,Mid-level,Full-Time,Data Engineer,60000,GBP,78526,GB,Fully Remote,GB,Medium (between 50 and 250 employess),30000,39263
415,2022,Mid-level,Full-Time,Data Engineer,45000,GBP,58894,GB,Fully Remote,GB,Medium (between 50 and 250 employess),22500,29447
416,2022,Senior-level,Full-Time,Data Scientist,260000,USD,260000,US,Fully Remote,US,Medium (between 50 and 250 employess),130000,130000
417,2022,Senior-level,Full-Time,Data Science Engineer,60000,USD,60000,AR,Fully Remote,MX,Large (more than 250 employees),30000,30000
418,2022,Mid-level,Full-Time,Data Engineer,63900,USD,63900,US,Remote Work,US,Medium (between 50 and 250 employess),31950,31950
419,2022,Mid-level,Full-Time,Machine Learning Scientist,160000,USD,160000,US,Fully Remote,US,Large (more than 250 employees),80000,80000
420,2022,Mid-level,Full-Time,Machine Learning Scientist,112300,USD,112300,US,Fully Remote,US,Large (more than 250 employees),56150,56150
421,2022,Mid-level,Full-Time,Data Science Manager,241000,USD,241000,US,Fully Remote,US,Medium (between 50 and 250 employess),120500,120500
422,2022,Mid-level,Full-Time,Data Science Manager,159000,USD,159000,US,Fully Remote,US,Medium (between 50 and 250 employess),79500,79500
423,2022,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Remote Work,US,Medium (between 50 and 250 employess),90000,90000
424,2022,Senior-level,Full-Time,Data Scientist,80000,USD,80000,US,Remote Work,US,Medium (between 50 and 250 employess),40000,40000
425,2022,Mid-level,Full-Time,Data Engineer,82900,USD,82900,US,Remote Work,US,Medium (between 50 and 250 employess),41450,41450
426,2022,Senior-level,Full-Time,Data Engineer,100800,USD,100800,US,Fully Remote,US,Large (more than 250 employees),50400,50400
